itstId,itstNm,lat,lng,regDt
20985,한성대입구역(연등)1,37.587675,127.004016,2022-12-12T16:30:39.000+00:00
20996,까치고개(연등),37.476183,126.965893,2022-12-12T16:30:40.000+00:00
210,수색서광빌딩,37.583931,126.891878,2022-12-12T16:30:39.000+00:00
2100,이촌역,37.522401,126.974385,2022-12-12T16:30:39.000+00:00
2102,이태원,37.534266,126.990285,2022-12-12T16:30:40.000+00:00
2104,전자랜드,37.533120,126.961592,2022-12-12T16:30:39.000+00:00
2105,송원초교,37.553177,127.070241,2022-12-12T16:30:40.000+00:00
2106,전자상가입구,37.529533,126.968240,2022-12-12T16:30:39.000+00:00
21066,우리은행중화(연등),37.606461,127.078571,2022-12-12T16:30:40.000+00:00
21073,서울과학기술대입구(연등),37.627480,127.072108,2022-12-12T16:30:40.000+00:00
21075,중계경남아파트(연등),37.643265,127.063670,2022-12-12T16:30:40.000+00:00
21092,강서소방서(연등)1,37.558270,126.860393,2022-12-12T16:30:39.000+00:00
211,LG베스트샵수색점,37.583171,126.893669,2022-12-12T16:30:39.000+00:00
21108,역말사거리(연등)1,37.605794,126.914520,2022-12-12T16:30:39.000+00:00
2111,철도정비창,37.532742,126.957575,2022-12-12T16:30:39.000+00:00
21133,양화교밑(연등),37.546922,126.879356,2022-12-12T16:30:39.000+00:00
2114,한강중교앞,37.525706,126.991839,2022-12-12T16:30:39.000+00:00
21142,광영여고(연등),37.539196,126.822214,2022-12-12T16:30:39.000+00:00
21147,강서구청(연등)1,37.552173,126.849976,2022-12-12T16:30:39.000+00:00
21149,신월초교입구(연등),37.540940,126.837822,2022-12-12T16:30:39.000+00:00
21156,양강중(연등)1,37.524266,126.851798,2022-12-12T16:30:39.000+00:00
21165,먹골역(연등)1,37.612087,127.077837,2022-12-12T16:30:40.000+00:00
21167,우리은행태릉역지점(연등),37.614221,127.076776,2022-12-12T16:30:40.000+00:00
21168,길음역(연등)1,37.603926,127.024734,2022-12-12T16:30:39.000+00:00
2117,한남오거리,37.533366,127.007687,2022-12-12T16:30:39.000+00:00
21172,공릉역(연등)1,37.625934,127.072859,2022-12-12T16:30:40.000+00:00
21179,우장산역(연등),37.549490,126.836349,2022-12-12T16:30:39.000+00:00
2118,한남역,37.528614,127.006778,2022-12-12T16:30:39.000+00:00
21183,서초푸르지오써밋(연등)1,37.501241,127.022201,2022-12-12T16:30:39.000+00:00
21188,녹번초교(연등),37.604785,126.924271,2022-12-12T16:30:39.000+00:00
21190,방화사거리(연등),37.573206,126.810163,2022-12-12T16:30:39.000+00:00
21192,거리공원오거리(연등),37.497858,126.893869,2022-12-12T16:30:40.000+00:00
21195,계남공원(연등),37.510276,126.859005,2022-12-12T16:30:39.000+00:00
21198,한국환경산업기술원(연등),37.609674,126.935420,2022-12-12T16:30:39.000+00:00
212,수색역,37.582170,126.895420,2022-12-12T16:30:39.000+00:00
21201,대림부동산(연등),37.485250,126.937447,2022-12-12T16:30:40.000+00:00
21203,진광공업사(연등),37.482532,126.949238,2022-12-12T16:30:40.000+00:00
21213,장지IC하향(연등),37.470035,127.124530,2022-12-12T16:30:39.000+00:00
21217,역촌시장(연등),37.612935,126.914000,2022-12-12T16:30:39.000+00:00
21219,홍대역2번출구(연등),37.557206,126.924221,2022-12-12T16:30:39.000+00:00
2124,이태원역,37.534494,126.993915,2022-12-12T16:30:40.000+00:00
21250,신월사거리(연등),37.537144,126.827493,2022-12-12T16:30:40.000+00:00
21251,목동812동(연등),37.520767,126.868635,2022-12-12T16:30:40.000+00:00
21260,대창빌딩(연등),37.553863,126.816498,2022-12-12T16:30:40.000+00:00
21277,낙성대역앞(연등),37.477049,126.963664,2022-12-12T16:30:40.000+00:00
21283,제일제당앞(연등),37.500404,126.875952,2022-12-12T16:30:39.000+00:00
213,수색디지털프라자,37.580811,126.897695,2022-12-12T16:30:39.000+00:00
21311,대림우성아파트(연등),37.495441,126.911499,2022-12-12T16:30:40.000+00:00
21313,사육신공원(연등),37.512802,126.949485,2022-12-12T16:30:40.000+00:00
21324,기상청입구(연등),37.496971,126.916440,2022-12-12T16:30:40.000+00:00
21365,방화초교(연등),37.567803,126.809134,2022-12-12T16:30:39.000+00:00
21375,서초롯데캐슬아파트(연등),37.499912,127.022804,2022-12-12T16:30:39.000+00:00
214,수색E마트앞,37.579533,126.899895,2022-12-12T16:30:39.000+00:00
21400,중화역(연등),37.603605,127.079098,2022-12-12T16:30:40.000+00:00
21417,신정배수펌프장(연등),37.525652,126.876921,2022-12-12T16:30:39.000+00:00
2144,한강자이에클라트,37.531794,126.955391,2022-12-12T16:30:39.000+00:00
21445,동문빌딩(연등),37.522424,126.869004,2022-12-12T16:30:40.000+00:00
2148,신정3동우체국,37.512863,126.853541,2022-12-12T16:30:39.000+00:00
21481,공진중학교(연등)1,37.565058,126.847604,2022-12-12T16:30:39.000+00:00
21483,개봉1동사거리(연등),37.501988,126.847615,2022-12-12T16:30:40.000+00:00
21486,등촌역(연등)1,37.550928,126.864686,2022-12-12T16:30:39.000+00:00
215,디지털미디어씨티역,37.578184,126.901724,2022-12-12T16:30:39.000+00:00
2151,한마을아파트,37.496635,126.862762,2022-12-12T16:30:40.000+00:00
2152,수락초교삼거리,37.684729,127.055475,2022-12-12T16:30:40.000+00:00
21536,부암동주민센터(연등),37.592816,126.964496,2022-12-12T16:30:39.000+00:00
21554,대조초교(연등),37.614248,126.917776,2022-12-12T16:30:39.000+00:00
21602,대일고교(연등),37.537883,126.863569,2022-12-12T16:30:40.000+00:00
21611,탑골공원(연등),37.572692,126.987838,2022-12-12T16:30:39.000+00:00
21619,서울역사박물관(연등),37.569255,126.970527,2022-12-12T16:30:39.000+00:00
2162,복정역,37.470752,127.126758,2022-12-12T16:30:39.000+00:00
21627,영림중(연등),37.496141,126.890585,2022-12-12T16:30:40.000+00:00
21659,당산중(연등)1,37.531191,126.905776,2022-12-12T16:30:40.000+00:00
21670,화양사거리(연등),37.548192,127.065678,2022-12-12T16:30:40.000+00:00
21694,성수1차대우아파트(연등),37.544261,127.065194,2022-12-12T16:30:40.000+00:00
21722,성수2가(연등),37.539388,127.062385,2022-12-12T16:30:40.000+00:00
21737,용산역앞(연등),37.526942,126.964324,2022-12-12T16:30:39.000+00:00
21738,홍파복지원(연등),37.679689,127.055362,2022-12-12T16:30:40.000+00:00
21747,농협공릉지점(연등),37.623453,127.073750,2022-12-12T16:30:40.000+00:00
2176,헌릉IC,37.461793,127.085237,2022-12-12T16:30:39.000+00:00
2179,신정이펜하우스3단지,37.513898,126.828698,2022-12-12T16:30:39.000+00:00
21816,종로4가(연등)1,37.570147,126.997883,2022-12-12T16:30:39.000+00:00
21821,세종대로사거리(연등)1,37.570092,126.975686,2022-12-12T16:30:39.000+00:00
21828,하림각(연등),37.599093,126.960366,2022-12-12T16:30:39.000+00:00
2183,신정푸른마을입구,37.515133,126.833272,2022-12-12T16:30:39.000+00:00
21830,재향군인회(연등),37.574215,126.997577,2022-12-12T16:30:39.000+00:00
21831,혜화역(연등)1,37.583847,127.001602,2022-12-12T16:30:39.000+00:00
21832,무악재역(연등),37.581322,126.950929,2022-12-12T16:30:39.000+00:00
21835,광교(연등),37.568724,126.982764,2022-12-12T16:30:39.000+00:00
21843,낙원상가(연등),37.575058,126.986855,2022-12-12T16:30:39.000+00:00
21846,구기터널(연등),37.608276,126.957086,2022-12-12T16:30:39.000+00:00
21847,신영소방서(연등),37.604740,126.961100,2022-12-12T16:30:39.000+00:00
21850,청계2가(연등),37.567980,126.987667,2022-12-12T16:30:39.000+00:00
21851,상암MBC 연등교차로,37.581607,126.891505,2022-12-12T16:30:39.000+00:00
21855,팔판동(연등),37.579996,126.979919,2022-12-12T16:30:39.000+00:00
21857,정부서울청사(연등),37.575833,126.973606,2022-12-12T16:30:39.000+00:00
21864,청계4가(연등),37.568744,126.997982,2022-12-12T16:30:39.000+00:00
21865,동묘앞역(연등)1,37.573460,127.017331,2022-12-12T16:30:39.000+00:00
21873,낙성대입구(연등),37.477930,126.961375,2022-12-12T16:30:40.000+00:00
2189,서부트럭터미널,37.509179,126.842918,2022-12-12T16:30:40.000+00:00
2190,"상계14,16단지",37.670525,127.056252,2022-12-12T16:30:40.000+00:00
21918,신화중학교(연등),37.539454,126.829485,2022-12-12T16:30:39.000+00:00
21923,홍제역(연등),37.588391,126.944658,2022-12-12T16:30:39.000+00:00
2193,씨티21,37.522548,126.895870,2022-12-12T16:30:40.000+00:00
21946,청계광장(연등1),37.569373,126.977600,2022-12-12T16:30:39.000+00:00
2195,대방천사거리,37.498502,126.920236,2022-12-12T16:30:40.000+00:00
2199,압구정역,37.527241,127.028508,2022-12-12T16:30:39.000+00:00
21990,팬코(연등),37.560834,126.838212,2022-12-12T16:30:39.000+00:00
21991,등촌1-10단지(연등),37.563314,126.839009,2022-12-12T16:30:39.000+00:00
21992,대륭드림타운(연등),37.566633,126.840087,2022-12-12T16:30:39.000+00:00
21999,원남동사거리(연등),37.577060,126.997248,2022-12-12T16:30:39.000+00:00
2200,잠수장,37.521028,126.996831,2022-12-12T16:30:40.000+00:00
2201,성수대교남단,37.529175,127.033777,2022-12-12T16:30:39.000+00:00
2203,논현역,37.511113,127.021329,2022-12-12T16:30:39.000+00:00
22043,등촌아이파크아파트(연등),37.545472,126.862437,2022-12-12T16:30:39.000+00:00
2205,한양치안센타,37.528797,127.036933,2022-12-12T16:30:39.000+00:00
22050,청파동삼거리(연등),37.549175,126.969964,2022-12-12T16:30:39.000+00:00
22054,국립중앙박물관(연등),37.520985,126.978904,2022-12-12T16:30:39.000+00:00
22067,버들약국(연등),37.538311,127.001575,2022-12-12T16:30:40.000+00:00
22068,KT한강로빌딩(연등),37.531997,126.970677,2022-12-12T16:30:39.000+00:00
2207,국기원입구,37.499012,127.031032,2022-12-12T16:30:39.000+00:00
22078,소화아동병원(연등),37.552701,126.969134,2022-12-12T16:30:39.000+00:00
2208,가양역,37.561071,126.855156,2022-12-12T16:30:39.000+00:00
22080,숙명여대입구(연등),37.544204,126.970732,2022-12-12T16:30:39.000+00:00
22081,숙대입구역7번출구(연등),37.543753,126.972385,2022-12-12T16:30:39.000+00:00
22086,효창공원앞역(연등),37.540220,126.961772,2022-12-12T16:30:39.000+00:00
22092,용산역(연등),37.527863,126.966609,2022-12-12T16:30:39.000+00:00
22095,원효로2가(연등),37.534410,126.962251,2022-12-12T16:30:39.000+00:00
22102,이태원(연등),37.534379,126.992045,2022-12-12T16:30:40.000+00:00
22104,전자랜드(연등),37.533274,126.959869,2022-12-12T16:30:39.000+00:00
2211,학동역,37.513997,127.030745,2022-12-12T16:30:39.000+00:00
22111,철도정비창(연등)1,37.533022,126.958780,2022-12-12T16:30:39.000+00:00
22114,한강중교앞(연등),37.525294,126.991630,2022-12-12T16:30:39.000+00:00
2212,선릉역,37.504487,127.049027,2022-12-12T16:30:39.000+00:00
2214,포스코사거리,37.506869,127.056637,2022-12-12T16:30:39.000+00:00
22144,한강자이에클라트(연등),37.532314,126.955101,2022-12-12T16:30:39.000+00:00
2215,현대백화점무역센터,37.507738,127.059437,2022-12-12T16:30:39.000+00:00
2216,원혜빌딩,37.508453,127.055790,2022-12-12T16:30:39.000+00:00
22162,복정역(연등),37.470786,127.127646,2022-12-12T16:30:39.000+00:00
2217,역삼역,37.500825,127.036931,2022-12-12T16:30:39.000+00:00
22179,신정이펜하우스3단지(연등),37.513747,126.827249,2022-12-12T16:30:39.000+00:00
2219,르네상스호텔,37.502616,127.042792,2022-12-12T16:30:39.000+00:00
22199,압구정역(연등)1,37.528200,127.028302,2022-12-12T16:30:39.000+00:00
2220,"상계11,13단지",37.667324,127.057102,2022-12-12T16:30:40.000+00:00
22205,한양치안센타(연등)1,37.529145,127.035290,2022-12-12T16:30:39.000+00:00
22207,국기원입구(연등),37.499648,127.033107,2022-12-12T16:30:39.000+00:00
22212,선릉역(연등),37.505840,127.048391,2022-12-12T16:30:39.000+00:00
22214,포스코사거리(연등),37.505442,127.057395,2022-12-12T16:30:39.000+00:00
22227,서강대정문(연등),37.551284,126.937706,2022-12-12T16:30:39.000+00:00
2224,장미아파트앞,37.543451,127.044680,2022-12-12T16:30:40.000+00:00
22246,모래내고가하부(연등),37.566523,126.922084,2022-12-12T16:30:39.000+00:00
22262,안국동사거리(연등),37.576063,126.984413,2022-12-12T16:30:39.000+00:00
2227,서강대정문,37.551555,126.937603,2022-12-12T16:30:39.000+00:00
22270,강남을지병원(연등),37.518917,127.026221,2022-12-12T16:30:39.000+00:00
22276,방화2단지(연등)1,37.573974,126.820492,2022-12-12T16:30:39.000+00:00
22287,베네치아호텔(연등),37.504876,127.035043,2022-12-12T16:30:39.000+00:00
2229,서교동사거리,37.552727,126.918208,2022-12-12T16:30:39.000+00:00
22300,한국폴리텍대학입구(연등),37.545485,126.844668,2022-12-12T16:30:39.000+00:00
22302,증미역(연등)1,37.557769,126.863965,2022-12-12T16:30:39.000+00:00
2231,월드컵파크207동,37.575970,126.891153,2022-12-12T16:30:39.000+00:00
22336,보석빌딩(연등),37.484162,127.045061,2022-12-12T16:30:39.000+00:00
22349,떡전교사거리(연등),37.586268,127.052001,2022-12-12T16:30:39.000+00:00
2235,압구정현대아파트,37.528116,127.030228,2022-12-12T16:30:39.000+00:00
22358,우리은행중화(연등),37.606461,127.078571,2022-12-12T16:30:39.000+00:00
22379,청량리역(연등)1,37.580603,127.045898,2022-12-12T16:30:39.000+00:00
22415,가좌삼거리(연등),37.569886,126.913572,2022-12-12T16:30:39.000+00:00
22419,독립문삼호아파트(연등),37.571615,126.959017,2022-12-12T16:30:39.000+00:00
2242,과학수사연구소,37.520974,126.837666,2022-12-12T16:30:40.000+00:00
22421,동교동삼거리(연등),37.558371,126.925776,2022-12-12T16:30:39.000+00:00
22449,신촌기차역(연등)1,37.559127,126.942101,2022-12-12T16:30:39.000+00:00
22458,연대녹지대앞(연등),37.560169,126.934550,2022-12-12T16:30:39.000+00:00
22459,연세대(연등),37.560082,126.937965,2022-12-12T16:30:39.000+00:00
2246,모래내고가하부,37.566523,126.922084,2022-12-12T16:30:40.000+00:00
22464,연희IC(연등),37.564288,126.928989,2022-12-12T16:30:39.000+00:00
22471,인왕아파트(연등),37.585022,126.948217,2022-12-12T16:30:39.000+00:00
22476,충정로역(연등),37.559338,126.963594,2022-12-12T16:30:39.000+00:00
22477,국민연금북부(연등),37.562127,126.964075,2022-12-12T16:30:39.000+00:00
22481,독립공원(연등),37.575920,126.956201,2022-12-12T16:30:39.000+00:00
22500,굴다리입구(연등),37.559884,126.940391,2022-12-12T16:30:39.000+00:00
2252,남부주유소,37.519541,126.838351,2022-12-12T16:30:40.000+00:00
2253,신정2단지입구,37.514553,126.831236,2022-12-12T16:30:39.000+00:00
22580,기독회관(연등)1,37.574696,127.002123,2022-12-12T16:30:40.000+00:00
22588,서울대병원앞(연등),37.579998,127.002164,2022-12-12T16:30:39.000+00:00
2259,신수천주교회,37.547410,126.934339,2022-12-12T16:30:40.000+00:00
22603,노원주유소앞(연등),37.621011,127.074540,2022-12-12T16:30:40.000+00:00
2261,신촌현대백화점,37.556094,126.934287,2022-12-12T16:30:39.000+00:00
2262,안국동사거리,37.575609,126.983005,2022-12-12T16:30:39.000+00:00
22624,효자동삼거리(연등),37.583020,126.973660,2022-12-12T16:30:40.000+00:00
22628,봉림교(연등),37.483901,126.926929,2022-12-12T16:30:40.000+00:00
2264,동부시장,37.594213,127.077249,2022-12-12T16:30:39.000+00:00
22654,대방대림아파트(연등),37.508809,126.925224,2022-12-12T16:30:40.000+00:00
22661,ASEM입구(연등),37.510491,127.057953,2022-12-12T16:30:39.000+00:00
22669,래미안아트힐(연등),37.478252,127.006647,2022-12-12T16:30:40.000+00:00
22678,갈현우남아파트(연등),37.618446,126.906069,2022-12-12T16:30:39.000+00:00
2270,강남을지병원,37.519716,127.028116,2022-12-12T16:30:39.000+00:00
22705,성신여대입구역(연등)1,37.593538,127.017945,2022-12-12T16:30:39.000+00:00
2271,유니세프앞,37.581126,126.973689,2022-12-12T16:30:40.000+00:00
22711,한강진역(연등),37.540400,127.001802,2022-12-12T16:30:40.000+00:00
22713,송정역(연등),37.561359,126.810778,2022-12-12T16:30:39.000+00:00
2273,마포고정문,37.559319,126.854226,2022-12-12T16:30:39.000+00:00
2276,방화2단지,37.573320,126.820506,2022-12-12T16:30:39.000+00:00
2277,서남물재생센터,37.572939,126.826362,2022-12-12T16:30:39.000+00:00
22770,송정건영아파트(연등),37.556534,127.072127,2022-12-12T16:30:40.000+00:00
22803,강서교육지원청입구(연등),37.539577,126.832522,2022-12-12T16:30:39.000+00:00
22804,목마공원(연등)1,37.537349,126.885489,2022-12-12T16:30:39.000+00:00
22805,양정고(연등),37.533420,126.887662,2022-12-12T16:30:39.000+00:00
22806,구파발역정류장(연등),37.636456,126.916909,2022-12-12T16:30:39.000+00:00
22821,엠버서더호텔(연등),37.559730,127.002880,2022-12-12T16:30:39.000+00:00
22823,동대문역사문화공원(연등),37.566267,127.006780,2022-12-12T16:30:39.000+00:00
22855,약수역(연등),37.553837,127.011543,2022-12-12T16:30:39.000+00:00
22864,을지로4가(연등)1,37.567377,126.998096,2022-12-12T16:30:39.000+00:00
22865,을지로5가(연등1),37.566805,127.000265,2022-12-12T16:30:39.000+00:00
22866,청계5가(연등),37.569837,127.002040,2022-12-12T16:30:39.000+00:00
2287,베네치아호텔,37.506026,127.034486,2022-12-12T16:30:39.000+00:00
22870,퇴계로4가(연등),37.563009,126.998463,2022-12-12T16:30:39.000+00:00
22871,충무로역(연등),37.561124,126.992640,2022-12-12T16:30:39.000+00:00
22899,숭례문정류장(연등),37.558246,126.973522,2022-12-12T16:30:39.000+00:00
2290,선릉공원앞,37.507012,127.047144,2022-12-12T16:30:39.000+00:00
22902,삼선빌딩(연등1),37.558067,126.977723,2022-12-12T16:30:39.000+00:00
22903,조선호텔앞(연등),37.563684,126.979719,2022-12-12T16:30:39.000+00:00
22904,시청(연등),37.563841,126.977864,2022-12-12T16:30:39.000+00:00
22905,시청역2호선(연등),37.563368,126.974893,2022-12-12T16:30:39.000+00:00
22932,화곡사거리(연등),37.529616,126.847960,2022-12-12T16:30:40.000+00:00
22938,방화2동(연등),37.567674,126.812778,2022-12-12T16:30:39.000+00:00
22939,화곡터널남단(연등),37.533703,126.846296,2022-12-12T16:30:39.000+00:00
22946,강남세브란스(연등)1,37.493656,127.044967,2022-12-12T16:30:39.000+00:00
22947,대치우성아파트(연등),37.501351,127.068591,2022-12-12T16:30:39.000+00:00
22952,청실종합(연등)1,37.493561,127.061154,2022-12-12T16:30:39.000+00:00
22953,도곡역(연등)1,37.489866,127.053075,2022-12-12T16:30:39.000+00:00
22958,서초구민회관(연등),37.482573,127.036105,2022-12-12T16:30:39.000+00:00
2296,세곡보금자리삼거리,37.465030,127.095361,2022-12-12T16:30:39.000+00:00
22960,영동1교(연등),37.471798,127.038655,2022-12-12T16:30:39.000+00:00
22966,휘문고교(연등),37.504832,127.063874,2022-12-12T16:30:39.000+00:00
22969,국민은행역삼(연등),37.495597,127.028782,2022-12-12T16:30:39.000+00:00
22979,씨티극장(연등),37.501005,127.026143,2022-12-12T16:30:39.000+00:00
22983,코엑스(연등),37.514543,127.061813,2022-12-12T16:30:39.000+00:00
22984,논현경복아파트(연등)1,37.510584,127.036666,2022-12-12T16:30:39.000+00:00
22985,영동시장(연등),37.506464,127.023520,2022-12-12T16:30:39.000+00:00
22996,역삼119안전센터(연등),37.497892,127.043397,2022-12-12T16:30:39.000+00:00
23,강남프라자,37.513094,127.035435,2022-12-12T16:30:39.000+00:00
2300,한국폴리텍대학입구,37.546459,126.845300,2022-12-12T16:30:39.000+00:00
23000,영동2교북단(연등),37.480927,127.042024,2022-12-12T16:30:39.000+00:00
23005,대웅제약(연등)1,37.515009,127.064342,2022-12-12T16:30:39.000+00:00
23007,역삼초교(연등),37.493584,127.031764,2022-12-12T16:30:39.000+00:00
23009,도성초교사거리(연등)1,37.501540,127.053868,2022-12-12T16:30:39.000+00:00
23013,싸리고개공원사거리(연등)1,37.489979,127.033026,2022-12-12T16:30:39.000+00:00
23014,포이사거리(연등),37.477028,127.045288,2022-12-12T16:30:39.000+00:00
23016,강남경찰서(연등),37.510041,127.067377,2022-12-12T16:30:39.000+00:00
23019,도곡1동주민센타(연등),37.492879,127.042436,2022-12-12T16:30:39.000+00:00
2302,증미역,37.556846,126.863109,2022-12-12T16:30:39.000+00:00
23021,한티역(연등),37.495127,127.053433,2022-12-12T16:30:39.000+00:00
23023,대치은마아파트(연등),37.495901,127.062512,2022-12-12T16:30:39.000+00:00
23024,우성2차201동앞(연등),37.499439,127.062579,2022-12-12T16:30:39.000+00:00
23027,우리은행포이(연등),37.478981,127.049082,2022-12-12T16:30:39.000+00:00
23028,개포우성3차아파트(연등)1,37.482252,127.055388,2022-12-12T16:30:39.000+00:00
23031,수도공고(연등),37.487826,127.062959,2022-12-12T16:30:39.000+00:00
23033,개포2동주민센터(연등),37.489369,127.067777,2022-12-12T16:30:39.000+00:00
23039,트럭터미널(연등),37.461578,127.037247,2022-12-12T16:30:39.000+00:00
2304,여의2교,37.525738,126.910990,2022-12-12T16:30:40.000+00:00
23045,역삼영동아파트(연등),37.497619,127.052279,2022-12-12T16:30:39.000+00:00
23047,휘문고정문(연등),37.503891,127.061107,2022-12-12T16:30:39.000+00:00
23048,대치사거리(연등),37.504502,127.057899,2022-12-12T16:30:39.000+00:00
23049,(구)역삼세무서(연등)1,37.496470,127.040522,2022-12-12T16:30:39.000+00:00
23050,역삼세무서(연등)1,37.494615,127.035197,2022-12-12T16:30:39.000+00:00
23054,진흥아파트(연등),37.497615,127.023909,2022-12-12T16:30:39.000+00:00
23055,서초초교(연등),37.499201,127.023140,2022-12-12T16:30:39.000+00:00
23056,강남제일병원(연등),37.502316,127.036253,2022-12-12T16:30:39.000+00:00
23068,충신시장(연등),37.573919,127.006649,2022-12-12T16:30:39.000+00:00
23069,방죽마을사거리(연등)1,37.471530,127.106565,2022-12-12T16:30:39.000+00:00
2308,하나은행혜화,37.584216,127.000056,2022-12-12T16:30:39.000+00:00
23081,명수대한양아파트(연등),37.506230,126.968816,2022-12-12T16:30:40.000+00:00
23083,월드컵파크9단지입구(연등),37.585400,126.879700,2022-12-12T16:30:39.000+00:00
23098,관악청년회의소(연등),37.483453,126.939274,2022-12-12T16:30:40.000+00:00
23099,관악우체국(연등),37.484581,126.932349,2022-12-12T16:30:40.000+00:00
2310,공항전화국,37.560767,126.816535,2022-12-12T16:30:39.000+00:00
2311,개포디지털혁신파크,37.488581,127.064399,2022-12-12T16:30:39.000+00:00
23112,신정네거리역(연등)1,37.521269,126.854351,2022-12-12T16:30:40.000+00:00
23113,갈산초교삼거리(연등),37.512160,126.870686,2022-12-12T16:30:40.000+00:00
23121,하늘초등학교(연등),37.585900,126.880300,2022-12-12T16:30:39.000+00:00
23122,월드컵파크11단지(연등),37.587100,126.882400,2022-12-12T16:30:39.000+00:00
23123,서부자동차검사소(연등),37.587200,126.883800,2022-12-12T16:30:39.000+00:00
23134,원당초교입구(연등),37.479313,126.957848,2022-12-12T16:30:40.000+00:00
23148,북한산힐스테이트7차(연등),37.617114,126.923027,2022-12-12T16:30:39.000+00:00
23162,명덕고교입구(연등),37.552691,126.835582,2022-12-12T16:30:39.000+00:00
2317,용두동사거리,37.577765,127.030488,2022-12-12T16:30:39.000+00:00
23185,상암MBC(연등),37.581607,126.891505,2022-12-12T16:30:39.000+00:00
23206,신길역앞(연등),37.517340,126.917278,2022-12-12T16:30:40.000+00:00
23220,강서구청사거리(연등),37.557118,126.853013,2022-12-12T16:30:39.000+00:00
23229,우장공원입구(연등)1,37.553930,126.851269,2022-12-12T16:30:39.000+00:00
2326,외환은행휘경점,37.589558,127.060376,2022-12-12T16:30:39.000+00:00
23288,김포공항입구(연등),37.561664,126.808003,2022-12-12T16:30:40.000+00:00
23304,여의나루역(연등),37.526256,126.931600,2022-12-12T16:30:39.000+00:00
23305,서초제일약품(연등),37.503426,127.020718,2022-12-12T16:30:39.000+00:00
23307,성락주유소앞(연등),37.505255,126.902329,2022-12-12T16:30:40.000+00:00
23314,강남구청역(연등),37.516070,127.041732,2022-12-12T16:30:39.000+00:00
23331,청계3가(연등),37.568248,126.992416,2022-12-12T16:30:39.000+00:00
23340,영일고교(연등),37.548952,126.863525,2022-12-12T16:30:39.000+00:00
23341,강서고교(연등)1,37.535616,126.863478,2022-12-12T16:30:39.000+00:00
23348,신서초교(연등),37.522372,126.864035,2022-12-12T16:30:40.000+00:00
2336,보석빌딩,37.483468,127.044388,2022-12-12T16:30:39.000+00:00
23361,역삼중(연등),37.494785,127.048413,2022-12-12T16:30:39.000+00:00
23362,아현동웨딩타운(연등),37.557203,126.952258,2022-12-12T16:30:39.000+00:00
23373,동아아파트(연등),37.549647,126.875082,2022-12-12T16:30:39.000+00:00
23376,나이아가라호텔(연등)1,37.548934,126.879106,2022-12-12T16:30:39.000+00:00
2340,휘경119안전센터앞,37.590963,127.065147,2022-12-12T16:30:39.000+00:00
2342,서울성심병원,37.583873,127.049897,2022-12-12T16:30:39.000+00:00
23474,화곡로입구(연등),37.539357,126.827190,2022-12-12T16:30:40.000+00:00
2349,떡전교사거리,37.585665,127.051492,2022-12-12T16:30:39.000+00:00
235,아크로힐스논현아파트,37.509165,127.040094,2022-12-12T16:30:39.000+00:00
2352,휘경초교앞,37.588510,127.056765,2022-12-12T16:30:39.000+00:00
2358,우리은행중화,37.605372,127.078730,2022-12-12T16:30:39.000+00:00
2359,삼육서울병원앞,37.590194,127.062492,2022-12-12T16:30:39.000+00:00
23591,DMC첨단산업센터(연등),37.585822,126.885575,2022-12-12T16:30:39.000+00:00
23600,디지털미디어시티(연등),37.579326,126.891709,2022-12-12T16:30:39.000+00:00
23610,상암초교(연등),37.578047,126.893272,2022-12-12T16:30:39.000+00:00
23611,월드컵파크1단지(연등),37.576276,126.893898,2022-12-12T16:30:39.000+00:00
23616,중암교(연등1),37.571700,126.901200,2022-12-12T16:30:39.000+00:00
23631,성산2교(연등),37.563994,126.912949,2022-12-12T16:30:39.000+00:00
23637,서교동(연등),37.553778,126.919671,2022-12-12T16:30:39.000+00:00
23653,용산전자상가(연등),37.533397,126.963868,2022-12-12T16:30:39.000+00:00
23661,창전삼거리(연등)1,37.551074,126.932581,2022-12-12T16:30:39.000+00:00
23665,신촌로터리(연등),37.555389,126.936068,2022-12-12T16:30:39.000+00:00
23666,르메이에르5차(연등),37.556230,126.940473,2022-12-12T16:30:39.000+00:00
23668,이대역(연등)1,37.556694,126.944945,2022-12-12T16:30:39.000+00:00
23672,신수동서강빌딩(연등),37.549838,126.938469,2022-12-12T16:30:39.000+00:00
23686,서부지청(연등),37.549619,126.954794,2022-12-12T16:30:39.000+00:00
23688,애오개역(연등),37.554559,126.957222,2022-12-12T16:30:39.000+00:00
23690,굴레방다리(연등),37.557336,126.955138,2022-12-12T16:30:39.000+00:00
23697,신공덕삼성아파트(연등),37.542517,126.954201,2022-12-12T16:30:39.000+00:00
23698,서울가든호텔(연등),37.540406,126.947032,2022-12-12T16:30:39.000+00:00
23713,웨스턴플레이스(연등),37.528084,126.891649,2022-12-12T16:30:40.000+00:00
23731,영등포구청(연등),37.529250,126.898236,2022-12-12T16:30:40.000+00:00
23733,영등포경찰서(연등),37.526941,126.903217,2022-12-12T16:30:40.000+00:00
23734,영등포경찰서앞(연등),37.527147,126.899279,2022-12-12T16:30:40.000+00:00
2374,용두교앞,37.578171,127.034948,2022-12-12T16:30:39.000+00:00
23742,서울시의사회(연등),37.526414,126.908801,2022-12-12T16:30:40.000+00:00
23744,남부교육청앞(연등),37.524244,126.910122,2022-12-12T16:30:40.000+00:00
